,Selling Price,MRP,Discount,Rating,Discount_Amount,Discount_Computed_%,Gender,Color,Fit,Product_Type,Print_Type,Category
253,699,1699.0,58.0,4.3,1000.0,58.9,Men,Blue,Unknown,Joggers,Solid,Bottomwear
254,1299,3799.0,65.0,4.3,2500.0,65.8,Men,Grey,Oversized,Joggers,Solid,Bottomwear
255,899,2199.0,59.0,4.3,1300.0,59.1,Men,Grey,Oversized,Joggers,Solid,Bottomwear
256,1499,4199.0,64.0,4.3,2700.0,64.3,Men,Beige,Unknown,Pants,Solid,Bottomwear
257,899,2399.0,62.0,4.3,1500.0,62.5,Men,Black,Oversized,Joggers,Solid,Bottomwear
258,1049,2549.0,58.0,4.4,1500.0,58.8,Men,Black,Unknown,Pants,Solid,Bottomwear
259,899,2549.0,64.0,4.4,1650.0,64.7,Men,Beige,Unknown,Pants,Solid,Bottomwear
260,1199,2199.0,45.0,4.4,1000.0,45.5,Men,Black,Oversized,Pants,Solid,Bottomwear
261,1499,4199.0,64.0,4.4,2700.0,64.3,Men,Beige,Unknown,Pants,Solid,Bottomwear
262,1499,4199.0,64.0,4.4,2700.0,64.3,Men,Blue,Unknown,Pants,Solid,Bottomwear
263,999,2549.0,60.0,4.4,1550.0,60.8,Men,Brown,Unknown,Pants,Solid,Bottomwear
264,999,2549.0,60.0,4.4,1550.0,60.8,Men,Blue,Unknown,Pants,Solid,Bottomwear
265,999,2549.0,60.0,4.4,1550.0,60.8,Men,Grey,Unknown,Pants,Solid,Bottomwear
266,1199,2199.0,45.0,4.4,1000.0,45.5,Men,White,Oversized,Pants,Solid,Bottomwear
267,1199,2199.0,45.0,4.4,1000.0,45.5,Men,Grey,Oversized,Pants,Solid,Bottomwear
268,1299,3399.0,61.0,4.4,2100.0,61.8,Men,Black,Oversized,Pants,Graphic,Bottomwear
269,899,1799.0,50.0,4.4,900.0,50.0,Men,Brown,Unknown,Pants,Solid,Bottomwear
270,1199,2699.0,55.0,4.4,1500.0,55.6,Men,Brown,Oversized,Pants,Solid,Bottomwear
271,1299,3399.0,61.0,4.4,2100.0,61.8,Men,Brown,Oversized,Pants,Graphic,Bottomwear
272,1199,2699.0,55.0,4.4,1500.0,55.6,Men,Beige,Oversized,Pants,Solid,Bottomwear
273,949,2699.0,64.0,4.4,1750.0,64.8,Men,Grey,Oversized,Pants,Solid,Bottomwear
274,779,3199.0,75.0,4.4,2420.0,75.6,Men,Grey,Oversized,Pants,Graphic,Bottomwear
275,1299,3399.0,61.0,4.4,2100.0,61.8,Men,Unknown,Oversized,Pants,Solid,Bottomwear
276,899,3099.0,70.0,4.4,2200.0,71.0,Men,Grey,Oversized,Pants,Typography,Bottomwear
277,999,3199.0,68.0,4.4,2200.0,68.8,Men,Green,Oversized,Pants,Solid,Bottomwear
278,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Grey,Oversized,Pants,Solid,Bottomwear
279,1199,2199.0,45.0,4.5,1000.0,45.5,Men,Black,Oversized,Pants,Solid,Bottomwear
280,959,2949.0,67.0,4.5,1990.0,67.5,Men,Grey,Unknown,Pants,Solid,Bottomwear
281,899,2699.0,66.0,4.5,1800.0,66.7,Men,Grey,Unknown,Pants,Solid,Bottomwear
282,799,2899.0,72.0,4.5,2100.0,72.4,Men,Grey,Unknown,Pants,Solid,Bottomwear
283,1499,2999.0,50.0,4.5,1500.0,50.0,Men,White,Unknown,Pants,Solid,Bottomwear
284,1299,2599.0,50.0,4.5,1300.0,50.0,Men,Grey,Unknown,Pants,Solid,Bottomwear
285,1199,2199.0,45.0,4.5,1000.0,45.5,Men,White,Oversized,Pants,Solid,Bottomwear
286,1199,2199.0,45.0,4.5,1000.0,45.5,Men,Grey,Oversized,Pants,Solid,Bottomwear
287,1149,2599.0,55.0,4.5,1450.0,55.8,Men,Green,Unknown,Pants,Solid,Bottomwear
288,1499,2999.0,50.0,4.5,1500.0,50.0,Men,Grey,Unknown,Pants,Solid,Bottomwear
289,1499,4199.0,64.0,4.5,2700.0,64.3,Men,Grey,Unknown,Pants,Solid,Bottomwear
290,1399,3299.0,57.0,4.5,1900.0,57.6,Men,Black,Unknown,Pants,Solid,Bottomwear
291,1999,4899.0,59.0,4.5,2900.0,59.2,Men,Green,Unknown,Pants,Solid,Bottomwear
292,1199,2699.0,55.0,4.5,1500.0,55.6,Men,Brown,Oversized,Pants,Solid,Bottomwear
293,1599,3999.0,60.0,4.5,2400.0,60.0,Men,Black,Unknown,Pants,Graphic,Bottomwear
294,1299,2699.0,51.0,4.5,1400.0,51.9,Men,Green,Oversized,Pants,Solid,Bottomwear
295,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Brown,Oversized,Pants,Solid,Bottomwear
296,1199,2699.0,55.0,4.5,1500.0,55.6,Men,Beige,Oversized,Pants,Solid,Bottomwear
297,1499,2999.0,50.0,4.5,1500.0,50.0,Men,Grey,Unknown,Pants,Solid,Bottomwear
298,1699,3999.0,57.0,4.4,2300.0,57.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
299,1499,2999.0,50.0,4.4,1500.0,50.0,Men,Black,Baggy,Jeans,Solid,Bottomwear
300,1499,3699.0,59.0,4.4,2200.0,59.5,Men,Black,Unknown,Jeans,Solid,Bottomwear
301,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Green,Unknown,Jeans,Solid,Bottomwear
302,1199,2999.0,60.0,4.4,1800.0,60.0,Men,Black,Baggy,Jeans,Solid,Bottomwear
303,1499,3699.0,59.0,4.4,2200.0,59.5,Men,Black,Unknown,Jeans,Solid,Bottomwear
304,1499,3899.0,61.0,4.4,2400.0,61.6,Men,Blue,Baggy,Jeans,Solid,Bottomwear
305,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
306,1199,2899.0,58.0,4.4,1700.0,58.6,Men,Blue,Unknown,Jeans,Solid,Bottomwear
307,1499,3599.0,58.0,4.4,2100.0,58.3,Men,Blue,Unknown,Jeans,Solid,Bottomwear
308,1499,3499.0,57.0,4.4,2000.0,57.2,Men,Black,Unknown,Jeans,Solid,Bottomwear
309,1199,2799.0,57.0,4.4,1600.0,57.2,Men,Blue,Unknown,Jeans,Solid,Bottomwear
310,1499,3499.0,57.0,4.4,2000.0,57.2,Men,Black,Unknown,Jeans,Solid,Bottomwear
311,1499,3899.0,61.0,4.4,2400.0,61.6,Men,Blue,Unknown,Jeans,Solid,Bottomwear
312,1699,2899.0,41.0,4.4,1200.0,41.4,Men,White,Baggy,Jeans,Solid,Bottomwear
313,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Beige,Baggy,Jeans,Solid,Bottomwear
314,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Black,Baggy,Jeans,Solid,Bottomwear
315,1699,3399.0,50.0,4.4,1700.0,50.0,Men,Brown,Baggy,Jeans,Solid,Bottomwear
316,1499,3999.0,62.0,4.4,2500.0,62.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
317,1299,1499.0,13.0,4.4,200.0,13.3,Men,Grey,Baggy,Jeans,Solid,Bottomwear
318,599,1299.0,53.0,4.4,700.0,53.9,Men,Grey,Unknown,Pyjamas,Solid,Loungewear
319,599,1199.0,50.0,4.4,600.0,50.0,Men,Black,Unknown,Pyjamas,Solid,Loungewear
320,549,1299.0,57.0,4.4,750.0,57.7,Men,Maroon,Unknown,Pyjamas,Solid,Loungewear
321,599,1299.0,53.0,4.4,700.0,53.9,Men,Black,Unknown,Pyjamas,Printed,Loungewear
322,549,1199.0,54.0,4.4,650.0,54.2,Men,Grey,Unknown,Pyjamas,Solid,Loungewear
323,649,1449.0,55.0,4.4,800.0,55.2,Men,Black,Oversized,Pyjamas,Solid,Loungewear
324,599,1299.0,53.0,4.4,700.0,53.9,Men,Blue,Unknown,Pyjamas,Solid,Loungewear
325,699,1449.0,51.0,4.4,750.0,51.8,Men,White,Unknown,Pyjamas,Printed,Loungewear
326,549,1299.0,57.0,4.4,750.0,57.7,Men,Blue,Unknown,Pyjamas,Solid,Loungewear
327,599,1449.0,58.0,4.4,850.0,58.7,Men,Grey,Oversized,Pyjamas,Solid,Loungewear
328,599,1299.0,53.0,4.4,700.0,53.9,Men,Black,Unknown,Pyjamas,Solid,Loungewear
329,419,1449.0,71.0,4.4,1030.0,71.1,Men,White,Unknown,Pyjamas,Printed,Loungewear
330,429,1899.0,77.0,4.4,1470.0,77.4,Men,Blue,Unknown,Pyjamas,Printed,Loungewear
331,569,1899.0,70.0,4.4,1330.0,70.0,Men,Blue,Unknown,Pyjamas,Printed,Loungewear
332,599,1399.0,57.0,4.4,800.0,57.2,Men,White,Unknown,Pyjamas,Printed,Loungewear
333,399,1899.0,78.0,4.4,1500.0,79.0,Men,Black,Unknown,Pyjamas,Printed,Loungewear
334,399,1899.0,78.0,4.4,1500.0,79.0,Men,Blue,Unknown,Pyjamas,Printed,Loungewear
335,599,1299.0,53.0,4.4,700.0,53.9,Men,Olive,Unknown,Pyjamas,Solid,Loungewear
336,699,1899.0,63.0,4.4,1200.0,63.2,Men,Red,Unknown,Pyjamas,Printed,Loungewear
337,509,899.0,43.0,4.4,390.0,43.4,Men,Unknown,Unknown,Pyjamas,Printed,Loungewear
338,799,1899.0,57.0,4.5,1100.0,57.9,Men,Blue,Oversized,Shorts,Solid,Bottomwear
339,699,1199.0,41.0,4.5,500.0,41.7,Men,Black,Oversized,Shorts,Typography,Bottomwear
340,999,2299.0,56.0,4.5,1300.0,56.5,Men,Black,Oversized,Shorts,Solid,Bottomwear
341,799,1899.0,57.0,4.5,1100.0,57.9,Men,Brown,Oversized,Shorts,Solid,Bottomwear
342,999,2299.0,56.0,4.5,1300.0,56.5,Men,Green,Oversized,Shorts,Solid,Bottomwear
343,699,2299.0,69.0,4.5,1600.0,69.6,Men,Green,Oversized,Shorts,Solid,Bottomwear
344,999,2599.0,61.0,4.5,1600.0,61.6,Men,Green,Baggy,Shorts,Solid,Bottomwear
345,999,2599.0,61.0,4.5,1600.0,61.6,Men,Grey,Baggy,Shorts,Solid,Bottomwear
346,999,2599.0,61.0,4.5,1600.0,61.6,Men,Blue,Baggy,Shorts,Solid,Bottomwear
347,739,1299.0,43.0,4.5,560.0,43.1,Men,Blue,Baggy,Shorts,Solid,Bottomwear
348,729,1299.0,43.0,4.5,570.0,43.9,Men,Grey,Baggy,Shorts,Solid,Bottomwear
349,1299,2899.0,55.0,4.5,1600.0,55.2,Men,Grey,Baggy,Shorts,Solid,Bottomwear
350,659,1299.0,49.0,4.5,640.0,49.3,Men,Blue,Baggy,Shorts,Solid,Bottomwear
351,789,2899.0,72.0,4.5,2110.0,72.8,Men,Blue,Baggy,Shorts,Solid,Bottomwear
352,599,1599.0,62.0,4.5,1000.0,62.5,Men,Black,Oversized,Shorts,Solid,Bottomwear
353,799,2299.0,65.0,4.5,1500.0,65.2,Men,Grey,Oversized,Shorts,Solid,Bottomwear
354,799,2299.0,65.0,4.5,1500.0,65.2,Men,Brown,Oversized,Shorts,Solid,Bottomwear
355,749,2799.0,73.0,4.5,2050.0,73.2,Men,Brown,Baggy,Shorts,Solid,Bottomwear
358,289,1099.0,73.0,4.4,810.0,73.7,Men,White,Unknown,Boxers,Printed,Loungewear
359,449,799.0,43.0,4.4,350.0,43.8,Men,White,Unknown,Boxers,Printed,Loungewear
360,449,1099.0,59.0,4.4,650.0,59.1,Men,Grey,Unknown,Boxers,Printed,Loungewear
362,289,1099.0,73.0,4.4,810.0,73.7,Men,Blue,Unknown,Boxers,Printed,Loungewear
363,449,799.0,43.0,4.4,350.0,43.8,Men,Grey,Unknown,Boxers,Solid,Loungewear
364,399,899.0,55.0,4.4,500.0,55.6,Men,Black,Unknown,Boxers,Printed,Loungewear
365,279,999.0,72.0,4.4,720.0,72.1,Men,White,Unknown,Boxers,Printed,Loungewear
366,289,1099.0,73.0,4.4,810.0,73.7,Men,White,Unknown,Boxers,Printed,Loungewear
367,289,1099.0,73.0,4.4,810.0,73.7,Men,White,Unknown,Boxers,Printed,Loungewear
368,289,1099.0,73.0,4.4,810.0,73.7,Men,Blue,Unknown,Boxers,Printed,Loungewear
369,499,899.0,44.0,4.4,400.0,44.5,Men,Black,Unknown,Boxers,Printed,Loungewear
371,399,999.0,60.0,4.4,600.0,60.1,Men,White,Unknown,Boxers,Printed,Loungewear
372,499,899.0,44.0,4.4,400.0,44.5,Men,Beige,Unknown,Boxers,Printed,Loungewear
373,329,1099.0,70.0,4.4,770.0,70.1,Men,Grey,Unknown,Boxers,Printed,Loungewear
374,279,999.0,72.0,4.4,720.0,72.1,Men,Beige,Unknown,Boxers,Printed,Loungewear
375,899,2199.0,59.0,4.3,1300.0,59.1,Men,Black,Oversized,Joggers,Solid,Bottomwear
376,899,2199.0,59.0,4.3,1300.0,59.1,Men,Green,Oversized,Joggers,Solid,Bottomwear
377,899,1899.0,52.0,4.3,1000.0,52.7,Men,Brown,Oversized,Joggers,Solid,Bottomwear
378,999,2399.0,58.0,4.3,1400.0,58.4,Men,Green,Oversized,Joggers,Solid,Bottomwear
379,899,1899.0,52.0,4.3,1000.0,52.7,Men,Grey,Oversized,Joggers,Solid,Bottomwear
380,899,2199.0,59.0,4.3,1300.0,59.1,Men,Grey,Oversized,Joggers,Solid,Bottomwear
381,1499,4199.0,64.0,4.3,2700.0,64.3,Men,Beige,Unknown,Pants,Solid,Bottomwear
382,899,2399.0,62.0,4.3,1500.0,62.5,Men,Black,Oversized,Joggers,Solid,Bottomwear
383,1499,4199.0,64.0,4.3,2700.0,64.3,Men,Blue,Unknown,Pants,Solid,Bottomwear
384,999,2599.0,61.0,4.3,1600.0,61.6,Men,Blue,Oversized,Joggers,Solid,Bottomwear
385,899,2199.0,59.0,4.3,1300.0,59.1,Men,Brown,Oversized,Joggers,Solid,Bottomwear
386,899,1949.0,53.0,4.3,1050.0,53.9,Men,Brown,Oversized,Joggers,Solid,Bottomwear
387,999,2249.0,55.0,4.3,1250.0,55.6,Men,Black,Super Loose,Joggers,Solid,Bottomwear
388,1299,2549.0,49.0,4.3,1250.0,49.0,Men,Black,Super Loose,Joggers,Solid,Bottomwear
389,999,2599.0,61.0,4.3,1600.0,61.6,Men,Brown,Oversized,Joggers,Solid,Bottomwear
390,619,2399.0,74.0,4.3,1780.0,74.2,Men,Green,Oversized,Joggers,Solid,Bottomwear
391,999,2399.0,58.0,4.3,1400.0,58.4,Men,Black,Super Loose,Joggers,Solid,Bottomwear
392,999,2799.0,64.0,4.3,1800.0,64.3,Men,Black,Super Loose,Joggers,Solid,Bottomwear
393,999,2699.0,62.0,4.3,1700.0,63.0,Men,Brown,Oversized,Joggers,Solid,Bottomwear
394,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Grey,Oversized,Pants,Solid,Bottomwear
395,959,2949.0,67.0,4.5,1990.0,67.5,Men,Grey,Unknown,Pants,Solid,Bottomwear
396,1499,4199.0,64.0,4.5,2700.0,64.3,Men,Beige,Unknown,Pants,Solid,Bottomwear
397,1499,4199.0,64.0,4.5,2700.0,64.3,Men,Blue,Unknown,Pants,Solid,Bottomwear
398,799,2899.0,72.0,4.5,2100.0,72.4,Men,Grey,Unknown,Pants,Solid,Bottomwear
399,1499,4199.0,64.0,4.5,2700.0,64.3,Men,Grey,Unknown,Pants,Solid,Bottomwear
400,1399,3299.0,57.0,4.5,1900.0,57.6,Men,Black,Unknown,Pants,Solid,Bottomwear
401,1999,4899.0,59.0,4.5,2900.0,59.2,Men,Green,Unknown,Pants,Solid,Bottomwear
402,1599,3999.0,60.0,4.5,2400.0,60.0,Men,Black,Unknown,Pants,Graphic,Bottomwear
403,1299,2699.0,51.0,4.5,1400.0,51.9,Men,Green,Oversized,Pants,Solid,Bottomwear
404,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Brown,Oversized,Pants,Solid,Bottomwear
405,1399,3299.0,57.0,4.5,1900.0,57.6,Men,Grey,Unknown,Pants,Solid,Bottomwear
406,1399,3999.0,65.0,4.5,2600.0,65.0,Men,Green,Baggy,Pants,Solid,Bottomwear
407,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Black,Oversized,Pants,Solid,Bottomwear
408,1399,3299.0,57.0,4.5,1900.0,57.6,Men,Beige,Unknown,Pants,Solid,Bottomwear
409,1499,3999.0,62.0,4.5,2500.0,62.5,Men,Beige,Unknown,Pants,Solid,Bottomwear
410,1499,3999.0,62.0,4.5,2500.0,62.5,Men,Beige,Unknown,Pants,Solid,Bottomwear
411,1299,3299.0,60.0,4.5,2000.0,60.6,Men,Grey,Unknown,Pants,Solid,Bottomwear
412,1599,3999.0,60.0,4.5,2400.0,60.0,Men,Beige,Unknown,Pants,Printed,Bottomwear
413,1999,4899.0,59.0,4.5,2900.0,59.2,Men,Green,Unknown,Pants,Solid,Bottomwear
414,1199,2199.0,45.0,4.5,1000.0,45.5,Men,Grey,Oversized,Pants,Solid,Bottomwear
415,1049,2299.0,54.0,4.5,1250.0,54.4,Men,Black,Oversized,Pants,Solid,Bottomwear
416,1049,2299.0,54.0,4.5,1250.0,54.4,Men,Green,Oversized,Pants,Solid,Bottomwear
417,719,2899.0,75.0,4.5,2180.0,75.2,Men,Beige,Oversized,Pants,Solid,Bottomwear
418,949,2699.0,64.0,4.5,1750.0,64.8,Men,Grey,Oversized,Pants,Solid,Bottomwear
419,949,3149.0,69.0,4.5,2200.0,69.9,Men,Grey,Oversized,Pants,Solid,Bottomwear
420,859,3149.0,72.0,4.5,2290.0,72.7,Men,Green,Oversized,Pants,Solid,Bottomwear
421,719,2899.0,75.0,4.5,2180.0,75.2,Men,Blue,Oversized,Pants,Solid,Bottomwear
422,1299,2699.0,51.0,4.5,1400.0,51.9,Men,Black,Oversized,Pants,Solid,Bottomwear
423,1059,3149.0,66.0,4.5,2090.0,66.4,Men,Grey,Oversized,Pants,Solid,Bottomwear
424,1499,2999.0,50.0,4.5,1500.0,50.0,Men,Black,Baggy,Jeans,Solid,Bottomwear
425,1199,2999.0,60.0,4.5,1800.0,60.0,Men,Black,Baggy,Jeans,Solid,Bottomwear
426,1499,3899.0,61.0,4.5,2400.0,61.6,Men,Blue,Baggy,Jeans,Solid,Bottomwear
427,1699,2899.0,41.0,4.5,1200.0,41.4,Men,White,Baggy,Jeans,Solid,Bottomwear
428,1499,3799.0,60.0,4.5,2300.0,60.5,Men,Beige,Baggy,Jeans,Solid,Bottomwear
429,1499,3799.0,60.0,4.5,2300.0,60.5,Men,Black,Baggy,Jeans,Solid,Bottomwear
430,1699,3399.0,50.0,4.5,1700.0,50.0,Men,Brown,Baggy,Jeans,Solid,Bottomwear
431,1499,2999.0,50.0,4.5,1500.0,50.0,Men,Blue,Unknown,Jeans,Solid,Bottomwear
432,1699,2999.0,43.0,4.5,1300.0,43.3,Men,Black,Baggy,Jeans,Solid,Bottomwear
433,1599,3299.0,51.0,4.5,1700.0,51.5,Men,Blue,Baggy,Jeans,Solid,Bottomwear
434,1499,2999.0,50.0,4.5,1500.0,50.0,Men,Blue,Baggy,Jeans,Solid,Bottomwear
435,1499,2899.0,48.0,4.5,1400.0,48.3,Men,Blue,Baggy,Jeans,Solid,Bottomwear
436,1299,2999.0,56.0,4.5,1700.0,56.7,Men,Blue,Baggy,Jeans,Solid,Bottomwear
437,1599,3399.0,52.0,4.5,1800.0,53.0,Men,Beige,Baggy,Jeans,Solid,Bottomwear
438,1299,3299.0,60.0,4.5,2000.0,60.6,Men,Blue,Baggy,Jeans,Solid,Bottomwear
439,1199,3399.0,64.0,4.5,2200.0,64.7,Men,Blue,Baggy,Jeans,Solid,Bottomwear
440,1499,3399.0,55.0,4.5,1900.0,55.9,Men,Brown,Baggy,Jeans,Solid,Bottomwear
441,1499,3299.0,54.0,4.5,1800.0,54.6,Men,Blue,Baggy,Jeans,Solid,Bottomwear
442,1499,2999.0,50.0,4.5,1500.0,50.0,Men,Blue,Baggy,Jeans,Solid,Bottomwear
443,1499,2999.0,50.0,4.5,1500.0,50.0,Men,Black,Unknown,Jeans,Solid,Bottomwear
444,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Grey,Oversized,Pants,Solid,Bottomwear
445,1199,2199.0,45.0,4.5,1000.0,45.5,Men,Black,Oversized,Pants,Solid,Bottomwear
446,1199,2199.0,45.0,4.5,1000.0,45.5,Men,White,Oversized,Pants,Solid,Bottomwear
447,1199,2199.0,45.0,4.5,1000.0,45.5,Men,Grey,Oversized,Pants,Solid,Bottomwear
448,1299,2699.0,51.0,4.5,1400.0,51.9,Men,Green,Oversized,Pants,Solid,Bottomwear
449,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Brown,Oversized,Pants,Solid,Bottomwear
450,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Black,Oversized,Pants,Solid,Bottomwear
451,1199,3149.0,61.0,4.5,1950.0,61.9,Men,Black,Oversized,Pants,Solid,Bottomwear
452,1299,2949.0,55.0,4.5,1650.0,56.0,Men,Beige,Oversized,Pants,Solid,Bottomwear
453,1199,2699.0,55.0,4.5,1500.0,55.6,Men,Unknown,Oversized,Pants,Solid,Bottomwear
454,1009,3149.0,67.0,4.5,2140.0,68.0,Men,Brown,Oversized,Pants,Solid,Bottomwear
455,779,2699.0,71.0,4.5,1920.0,71.1,Men,Blue,Oversized,Pants,Solid,Bottomwear
456,859,3149.0,72.0,4.5,2290.0,72.7,Men,Green,Oversized,Pants,Solid,Bottomwear
457,999,3149.0,68.0,4.5,2150.0,68.3,Men,Grey,Oversized,Pants,Solid,Bottomwear
458,1299,2699.0,51.0,4.5,1400.0,51.9,Men,Black,Oversized,Pants,Solid,Bottomwear
459,1199,2949.0,59.0,4.5,1750.0,59.3,Men,Grey,Oversized,Pants,Solid,Bottomwear
460,1329,2949.0,54.0,4.5,1620.0,54.9,Men,Black,Oversized,Pants,Solid,Bottomwear
461,1039,2949.0,64.0,4.5,1910.0,64.8,Men,Beige,Oversized,Pants,Solid,Bottomwear
462,1699,3999.0,57.0,4.4,2300.0,57.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
463,1499,3699.0,59.0,4.4,2200.0,59.5,Men,Black,Unknown,Jeans,Solid,Bottomwear
464,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Green,Unknown,Jeans,Solid,Bottomwear
465,1499,3699.0,59.0,4.4,2200.0,59.5,Men,Black,Unknown,Jeans,Solid,Bottomwear
466,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
467,1499,3599.0,58.0,4.4,2100.0,58.3,Men,Blue,Unknown,Jeans,Solid,Bottomwear
468,1499,3499.0,57.0,4.4,2000.0,57.2,Men,Black,Unknown,Jeans,Solid,Bottomwear
469,1499,3499.0,57.0,4.4,2000.0,57.2,Men,Black,Unknown,Jeans,Solid,Bottomwear
470,1499,3899.0,61.0,4.4,2400.0,61.6,Men,Blue,Unknown,Jeans,Solid,Bottomwear
471,1499,3999.0,62.0,4.4,2500.0,62.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
472,1499,2999.0,50.0,4.4,1500.0,50.0,Men,Blue,Unknown,Jeans,Solid,Bottomwear
473,1499,3699.0,59.0,4.4,2200.0,59.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
474,1699,2999.0,43.0,4.4,1300.0,43.3,Men,Beige,Unknown,Jeans,Solid,Bottomwear
475,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Brown,Unknown,Jeans,Solid,Bottomwear
476,1499,3599.0,58.0,4.4,2100.0,58.3,Men,Black,Unknown,Jeans,Solid,Bottomwear
477,1499,3799.0,60.0,4.4,2300.0,60.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
478,1499,3299.0,54.0,4.4,1800.0,54.6,Men,Black,Unknown,Jeans,Printed,Bottomwear
479,1499,3599.0,58.0,4.4,2100.0,58.3,Men,Green,Unknown,Jeans,Solid,Bottomwear
480,1499,3699.0,59.0,4.4,2200.0,59.5,Men,Blue,Unknown,Jeans,Solid,Bottomwear
481,1499,2999.0,50.0,4.4,1500.0,50.0,Men,Black,Unknown,Jeans,Solid,Bottomwear
482,999,2349.0,57.0,4.5,1350.0,57.5,Men,Blue,Oversized,Co-Ordinates,Typography,Set
483,969,2999.0,67.0,4.5,2030.0,67.7,Men,Black,Oversized,Co-Ordinates,Graphic,Set
484,1259,4299.0,70.0,4.5,3040.0,70.7,Men,Black,Oversized,Co-Ordinates,Solid,Set
485,1109,3499.0,68.0,4.5,2390.0,68.3,Men,Black,Oversized,Co-Ordinates,Graphic,Set
486,399,799.0,50.0,4.7,400.0,50.1,Men,Black,Unknown,Vest,Solid,Topwear
487,399,799.0,50.0,4.7,400.0,50.1,Men,White,Unknown,Vest,Solid,Topwear
488,499,699.0,28.0,4.7,200.0,28.6,Men,Black,Oversized,Vest,Solid,Topwear
489,499,1099.0,54.0,4.7,600.0,54.6,Men,Grey,Oversized,Vest,Graphic,Topwear
490,449,1299.0,65.0,4.7,850.0,65.4,Men,Grey,Unknown,Vest,Graphic,Topwear
491,449,1299.0,65.0,4.7,850.0,65.4,Men,White,Unknown,Vest,Graphic,Topwear
492,449,999.0,55.0,4.7,550.0,55.1,Men,Black,Unknown,Vest,Graphic,Topwear
493,449,1199.0,62.0,4.7,750.0,62.6,Men,Blue,Unknown,Vest,Graphic,Topwear
494,399,749.0,46.0,4.7,350.0,46.7,Men,Navy,Unknown,Vest,Graphic,Topwear
495,449,999.0,55.0,4.7,550.0,55.1,Men,Black,Unknown,Vest,Graphic,Topwear
496,399,1199.0,66.0,4.7,800.0,66.7,Men,White,Unknown,Vest,Graphic,Topwear
497,449,1199.0,62.0,4.7,750.0,62.6,Men,White,Unknown,Vest,Graphic,Topwear
498,359,1049.0,65.0,4.7,690.0,65.8,Men,Red,Unknown,Vest,Graphic,Topwear
499,449,1299.0,65.0,4.7,850.0,65.4,Men,Blue,Unknown,Vest,Graphic,Topwear
500,499,1199.0,58.0,4.7,700.0,58.4,Men,Red,Oversized,Vest,Graphic,Topwear
501,449,899.0,50.0,4.7,450.0,50.1,Men,Red,Unknown,Vest,Typography,Topwear
502,449,699.0,35.0,4.7,250.0,35.8,Men,White,Oversized,Vest,Solid,Topwear
503,399,1249.0,68.0,4.7,850.0,68.1,Men,Purple,Unknown,Vest,Solid,Topwear
504,399,999.0,60.0,4.7,600.0,60.1,Men,Grey,Unknown,Vest,Solid,Topwear
505,499,1199.0,58.0,4.7,700.0,58.4,Men,Black,Oversized,Vest,Graphic,Topwear
506,399,699.0,42.0,4.3,300.0,42.9,Women,Orange,Boyfriend,T-Shirt,Solid,Topwear
507,399,999.0,60.0,4.3,600.0,60.1,Women,White,Boyfriend,T-Shirt,Solid,Topwear
508,449,1399.0,67.0,4.3,950.0,67.9,Women,Brown,Boyfriend,T-Shirt,Graphic,Topwear
509,599,1149.0,47.0,4.3,550.0,47.9,Women,White,Oversized,T-Shirt,Printed,Topwear
510,599,999.0,40.0,4.3,400.0,40.0,Women,Black,Oversized,T-Shirt,Printed,Topwear
511,599,1399.0,57.0,4.3,800.0,57.2,Women,Green,Oversized,T-Shirt,Graphic,Topwear
512,499,1099.0,54.0,4.3,600.0,54.6,Women,Red,Boyfriend,T-Shirt,Graphic,Topwear
513,449,1099.0,59.0,4.3,650.0,59.1,Women,White,Boyfriend,T-Shirt,Typography,Topwear
514,399,1299.0,69.0,4.3,900.0,69.3,Women,Red,Boyfriend,T-Shirt,Solid,Topwear
515,399,999.0,60.0,4.3,600.0,60.1,Women,Black,Boyfriend,T-Shirt,Solid,Topwear
516,599,1499.0,60.0,4.3,900.0,60.0,Women,Orange,Oversized,T-Shirt,Graphic,Topwear
517,699,1499.0,53.0,4.3,800.0,53.4,Women,Pink,Oversized,T-Shirt,Graphic,Topwear
